Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Track,Year
0 days 02:13:44.584000,HAM,44,0 days 00:01:33.011000,43,2,,,0 days 00:00:34.199000,0 days 00:00:29.248000,0 days 00:00:29.564000,0 days 02:12:45.739000,0 days 02:13:14.987000,0 days 02:13:44.551000,288,306,295,304,TRUE,MEDIUM,25,TRUE,Mercedes,0 days 02:12:11.573000,13:11.7,1,5,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:19:56.994000,HAM,44,0 days 00:01:32.941000,47,2,,,0 days 00:00:34.026000,0 days 00:00:29.225000,0 days 00:00:29.690000,0 days 02:18:58.046000,0 days 02:19:27.271000,0 days 02:19:56.961000,288,306,295,303,TRUE,MEDIUM,29,TRUE,Mercedes,0 days 02:18:24.053000,19:24.1,1,5,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:06:06.925000,SAI,55,0 days 00:01:36.583000,2,1,,,0 days 00:00:36.252000,0 days 00:00:30.222000,0 days 00:00:30.109000,0 days 01:05:06.571000,0 days 01:05:36.793000,0 days 01:06:06.902000,283,302,293,310,TRUE,MEDIUM,2,TRUE,Ferrari,0 days 01:04:30.342000,05:30.4,1,5,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:07:42.279000,SAI,55,0 days 00:01:35.354000,3,1,,,0 days 00:00:35.683000,0 days 00:00:29.962000,0 days 00:00:29.709000,0 days 01:06:42.585000,0 days 01:07:12.547000,0 days 01:07:42.256000,281,316,306,326,TRUE,MEDIUM,3,TRUE,Ferrari,0 days 01:06:06.925000,07:07.0,1,5,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:14:04.023000,SAI,55,0 days 00:01:35.216000,7,1,,,0 days 00:00:35.490000,0 days 00:00:30.054000,0 days 00:00:29.672000,0 days 01:13:04.274000,0 days 01:13:34.328000,0 days 01:14:04,286,317,306,327,TRUE,MEDIUM,7,TRUE,Ferrari,0 days 01:12:28.807000,13:28.9,1,5,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:25:13.821000,SAI,55,0 days 00:01:35.001000,14,1,,,0 days 00:00:34.772000,0 days 00:00:30.131000,0 days 00:00:30.098000,0 days 01:24:13.569000,0 days 01:24:43.700000,0 days 01:25:13.798000,282,296,291,303,TRUE,MEDIUM,14,TRUE,Ferrari,0 days 01:23:38.820000,24:38.9,1,4,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:44:03.988000,SAI,55,0 days 00:01:34.656000,24,2,,,0 days 00:00:35.005000,0 days 00:00:29.826000,0 days 00:00:29.825000,0 days 01:43:04.314000,0 days 01:43:34.140000,0 days 01:44:03.965000,284,301,296,307,TRUE,HARD,9,TRUE,Ferrari,0 days 01:42:29.332000,43:29.4,1,6,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:47:13.217000,SAI,55,0 days 00:01:34.415000,26,2,,,0 days 00:00:34.872000,0 days 00:00:29.823000,0 days 00:00:29.720000,0 days 01:46:13.651000,0 days 01:46:43.474000,0 days 01:47:13.194000,284,299,295,305,TRUE,HARD,11,TRUE,Ferrari,0 days 01:45:38.802000,46:38.9,1,6,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:51:56.849000,SAI,55,0 days 00:01:34.331000,29,2,,,0 days 00:00:34.597000,0 days 00:00:29.842000,0 days 00:00:29.892000,0 days 01:50:57.092000,0 days 01:51:26.934000,0 days 01:51:56.826000,285,297,292,303,TRUE,HARD,14,TRUE,Ferrari,0 days 01:50:22.518000,51:22.6,1,6,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:55:05.451000,SAI,55,0 days 00:01:34.104000,31,2,,,0 days 00:00:34.493000,0 days 00:00:29.748000,0 days 00:00:29.863000,0 days 01:54:05.817000,0 days 01:54:35.565000,0 days 01:55:05.428000,,297,294,303,TRUE,HARD,16,TRUE,Ferrari,0 days 01:53:31.347000,54:31.4,1,6,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:56:39.318000,SAI,55,0 days 00:01:33.867000,32,2,,,0 days 00:00:34.447000,0 days 00:00:29.646000,0 days 00:00:29.774000,0 days 01:55:39.875000,0 days 01:56:09.521000,0 days 01:56:39.295000,286,297,294,305,TRUE,HARD,17,TRUE,Ferrari,0 days 01:55:05.451000,56:05.5,1,6,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:59:47.168000,SAI,55,0 days 00:01:33.861000,34,2,,,0 days 00:00:34.467000,0 days 00:00:29.626000,0 days 00:00:29.768000,0 days 01:58:47.751000,0 days 01:59:17.377000,0 days 01:59:47.145000,,296,295,303,TRUE,HARD,19,TRUE,Ferrari,0 days 01:58:13.307000,59:13.4,1,6,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:02:54.569000,SAI,55,0 days 00:01:33.539000,36,2,,,0 days 00:00:34.290000,0 days 00:00:29.568000,0 days 00:00:29.681000,0 days 02:01:55.297000,0 days 02:02:24.865000,0 days 02:02:54.546000,287,298,293,305,TRUE,HARD,21,TRUE,Ferrari,0 days 02:01:21.030000,02:21.1,1,6,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:07:35.750000,SAI,55,0 days 00:01:33.465000,39,2,,,0 days 00:00:34.249000,0 days 00:00:29.564000,0 days 00:00:29.652000,0 days 02:06:36.511000,0 days 02:07:06.075000,0 days 02:07:35.727000,285,298,292,305,TRUE,HARD,24,TRUE,Ferrari,0 days 02:06:02.285000,07:02.4,1,6,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:09:09.153000,SAI,55,0 days 00:01:33.403000,40,2,,,0 days 00:00:34.251000,0 days 00:00:29.511000,0 days 00:00:29.641000,0 days 02:08:09.978000,0 days 02:08:39.489000,0 days 02:09:09.130000,286,297,292,306,TRUE,HARD,25,TRUE,Ferrari,0 days 02:07:35.750000,08:35.8,1,6,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:13:49.284000,SAI,55,0 days 00:01:33.288000,43,2,,,0 days 00:00:34.156000,0 days 00:00:29.532000,0 days 00:00:29.600000,0 days 02:12:50.129000,0 days 02:13:19.661000,0 days 02:13:49.261000,287,297,294,304,TRUE,HARD,28,TRUE,Ferrari,0 days 02:12:15.996000,13:16.1,1,6,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:18:29.303000,SAI,55,0 days 00:01:33.149000,46,2,,,0 days 00:00:34.067000,0 days 00:00:29.480000,0 days 00:00:29.602000,0 days 02:17:30.198000,0 days 02:17:59.678000,0 days 02:18:29.280000,287,297,294,303,TRUE,HARD,31,TRUE,Ferrari,0 days 02:16:56.154000,17:56.2,1,6,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:20:02.431000,SAI,55,0 days 00:01:33.128000,47,2,,,0 days 00:00:34.152000,0 days 00:00:29.386000,0 days 00:00:29.590000,0 days 02:19:03.432000,0 days 02:19:32.818000,0 days 02:20:02.408000,286,296,295,305,TRUE,HARD,32,TRUE,Ferrari,0 days 02:18:29.303000,19:29.4,1,6,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:21:35.351000,SAI,55,0 days 00:01:32.920000,48,2,,,0 days 00:00:34.005000,0 days 00:00:29.301000,0 days 00:00:29.614000,0 days 02:20:36.413000,0 days 02:21:05.714000,0 days 02:21:35.328000,284,297,293,303,TRUE,HARD,33,TRUE,Ferrari,0 days 02:20:02.431000,21:02.5,1,6,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:24:41.737000,SAI,55,0 days 00:01:32.822000,50,2,,,0 days 00:00:33.929000,0 days 00:00:29.367000,0 days 00:00:29.526000,0 days 02:23:42.821000,0 days 02:24:12.188000,0 days 02:24:41.714000,289,302,296,310,TRUE,HARD,35,TRUE,Ferrari,0 days 02:23:08.915000,24:09.0,1,6,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:06:05.695000,RUS,63,0 days 00:01:36.114000,2,1,,,0 days 00:00:35.845000,0 days 00:00:29.989000,0 days 00:00:30.280000,0 days 01:05:05.429000,0 days 01:05:35.418000,0 days 01:06:05.698000,283,299,289,303,TRUE,MEDIUM,2,TRUE,Mercedes,0 days 01:04:29.581000,05:29.7,1,3,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:07:40.995000,RUS,63,0 days 00:01:35.300000,3,1,,,0 days 00:00:35.308000,0 days 00:00:30.037000,0 days 00:00:29.955000,0 days 01:06:41.006000,0 days 01:07:11.043000,0 days 01:07:40.998000,,308,291,314,TRUE,MEDIUM,3,TRUE,Mercedes,0 days 01:06:05.695000,07:05.8,1,3,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:14:02.747000,RUS,63,0 days 00:01:35.256000,7,1,,,0 days 00:00:35.248000,0 days 00:00:29.896000,0 days 00:00:30.112000,0 days 01:13:02.742000,0 days 01:13:32.638000,0 days 01:14:02.750000,,310,290,299,TRUE,MEDIUM,7,TRUE,Mercedes,0 days 01:12:27.491000,13:27.6,1,3,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:15:37.904000,RUS,63,0 days 00:01:35.157000,8,1,,,0 days 00:00:35.066000,0 days 00:00:29.967000,0 days 00:00:30.124000,0 days 01:14:37.816000,0 days 01:15:07.783000,0 days 01:15:37.907000,285,299,286,298,TRUE,MEDIUM,8,TRUE,Mercedes,0 days 01:14:02.747000,15:02.8,1,3,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:23:34.785000,RUS,63,0 days 00:01:35.043000,13,1,,,0 days 00:00:34.973000,0 days 00:00:29.898000,0 days 00:00:30.172000,0 days 01:22:34.718000,0 days 01:23:04.616000,0 days 01:23:34.788000,,305,289,301,TRUE,MEDIUM,13,TRUE,Mercedes,0 days 01:21:59.742000,22:59.8,1,3,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:25:09.725000,RUS,63,0 days 00:01:34.940000,14,1,,,0 days 00:00:34.925000,0 days 00:00:29.864000,0 days 00:00:30.151000,0 days 01:24:09.713000,0 days 01:24:39.577000,0 days 01:25:09.728000,,301,289,298,TRUE,MEDIUM,14,TRUE,Mercedes,0 days 01:23:34.785000,24:34.9,1,3,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:29:54.683000,RUS,63,0 days 00:01:34.892000,17,1,,,0 days 00:00:34.825000,0 days 00:00:29.893000,0 days 00:00:30.174000,0 days 01:28:54.619000,0 days 01:29:24.512000,0 days 01:29:54.686000,,301,291,300,TRUE,MEDIUM,17,TRUE,Mercedes,0 days 01:28:19.791000,29:19.9,12,3,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:45:35.959000,RUS,63,0 days 00:01:34.106000,25,2,,,0 days 00:00:34.714000,0 days 00:00:29.586000,0 days 00:00:29.806000,0 days 01:44:36.570000,0 days 01:45:06.156000,0 days 01:45:35.962000,287,304,295,305,TRUE,HARD,7,TRUE,Mercedes,0 days 01:44:01.853000,45:01.9,1,4,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:50:18.661000,RUS,63,0 days 00:01:34.091000,28,2,,,0 days 00:00:34.764000,0 days 00:00:29.575000,0 days 00:00:29.752000,0 days 01:49:19.337000,0 days 01:49:48.912000,0 days 01:50:18.664000,279,297,293,303,TRUE,HARD,10,TRUE,Mercedes,0 days 01:48:44.570000,49:44.7,1,4,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:51:52.349000,RUS,63,0 days 00:01:33.688000,29,2,,,0 days 00:00:34.505000,0 days 00:00:29.425000,0 days 00:00:29.758000,0 days 01:50:53.169000,0 days 01:51:22.594000,0 days 01:51:52.352000,286,303,292,298,TRUE,HARD,11,TRUE,Mercedes,0 days 01:50:18.661000,51:18.7,1,4,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:54:59.947000,RUS,63,0 days 00:01:33.433000,31,2,,,0 days 00:00:34.298000,0 days 00:00:29.385000,0 days 00:00:29.750000,0 days 01:54:00.815000,0 days 01:54:30.200000,0 days 01:54:59.950000,287,310,294,306,TRUE,HARD,13,TRUE,Mercedes,0 days 01:53:26.514000,54:26.6,1,4,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:05:55.183000,RUS,63,0 days 00:01:33.420000,38,2,,,0 days 00:00:34.261000,0 days 00:00:29.407000,0 days 00:00:29.752000,0 days 02:04:56.027000,0 days 02:05:25.434000,0 days 02:05:55.186000,288,306,292,304,TRUE,HARD,20,TRUE,Mercedes,0 days 02:04:21.763000,05:21.8,1,4,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:10:35.195000,RUS,63,0 days 00:01:32.998000,41,2,,,0 days 00:00:34.181000,0 days 00:00:29.273000,0 days 00:00:29.544000,0 days 02:09:36.381000,0 days 02:10:05.654000,0 days 02:10:35.198000,286,306,293,303,TRUE,HARD,23,TRUE,Mercedes,0 days 02:09:02.197000,10:02.3,1,4,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:16:47.479000,RUS,63,0 days 00:01:32.917000,45,2,,,0 days 00:00:34.139000,0 days 00:00:29.270000,0 days 00:00:29.508000,0 days 02:15:48.704000,0 days 02:16:17.974000,0 days 02:16:47.482000,287,302,293,303,TRUE,HARD,27,TRUE,Mercedes,0 days 02:15:14.562000,16:14.6,1,4,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:19:53.362000,RUS,63,0 days 00:01:32.901000,47,2,,,0 days 00:00:34.167000,0 days 00:00:29.235000,0 days 00:00:29.499000,0 days 02:18:54.631000,0 days 02:19:23.866000,0 days 02:19:53.365000,286,301,294,306,TRUE,HARD,29,TRUE,Mercedes,0 days 02:18:20.461000,19:20.5,1,4,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:21:26.118000,RUS,63,0 days 00:01:32.756000,48,2,,,0 days 00:00:33.841000,0 days 00:00:29.174000,0 days 00:00:29.741000,0 days 02:20:27.206000,0 days 02:20:56.380000,0 days 02:21:26.121000,287,299,293,299,TRUE,HARD,30,TRUE,Mercedes,0 days 02:19:53.362000,20:53.4,1,4,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:24:31.686000,RUS,63,0 days 00:01:32.433000,50,2,,,0 days 00:00:33.785000,0 days 00:00:29.221000,0 days 00:00:29.427000,0 days 02:23:33.041000,0 days 02:24:02.262000,0 days 02:24:31.689000,286,296,288,311,TRUE,HARD,32,TRUE,Mercedes,0 days 02:22:59.253000,23:59.3,1,4,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:06:15.304000,BOT,77,0 days 00:01:38.763000,2,1,,,0 days 00:00:37.285000,0 days 00:00:30.801000,0 days 00:00:30.677000,0 days 01:05:13.817000,0 days 01:05:44.618000,0 days 01:06:15.295000,278,300,291,313,TRUE,MEDIUM,2,TRUE,Alfa Romeo,0 days 01:04:36.541000,05:36.6,1,15,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:07:52.260000,BOT,77,0 days 00:01:36.956000,3,1,,,0 days 00:00:35.987000,0 days 00:00:30.606000,0 days 00:00:30.363000,0 days 01:06:51.282000,0 days 01:07:21.888000,0 days 01:07:52.251000,,315,303,320,TRUE,MEDIUM,3,TRUE,Alfa Romeo,0 days 01:06:15.304000,07:15.4,1,15,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:11:06.068000,BOT,77,0 days 00:01:36.597000,5,1,,,0 days 00:00:35.803000,0 days 00:00:30.574000,0 days 00:00:30.220000,0 days 01:10:05.265000,0 days 01:10:35.839000,0 days 01:11:06.059000,278,310,302,319,TRUE,MEDIUM,5,TRUE,Alfa Romeo,0 days 01:09:29.471000,10:29.6,1,15,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:21:10.315000,BOT,77,0 days 00:01:36.218000,11,2,,,0 days 00:00:35.311000,0 days 00:00:30.359000,0 days 00:00:30.548000,0 days 01:20:09.399000,0 days 01:20:39.758000,0 days 01:21:10.306000,275,290,289,294,TRUE,HARD,2,TRUE,Alfa Romeo,0 days 01:19:34.097000,20:34.2,1,19,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:22:46.242000,BOT,77,0 days 00:01:35.927000,12,2,,,0 days 00:00:35.129000,0 days 00:00:30.366000,0 days 00:00:30.432000,0 days 01:21:45.435000,0 days 01:22:15.801000,0 days 01:22:46.233000,276,292,289,298,TRUE,HARD,3,TRUE,Alfa Romeo,0 days 01:21:10.315000,22:10.4,1,19,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:53:55.098000,BOT,77,0 days 00:01:35.846000,30,3,,,0 days 00:00:35.357000,0 days 00:00:30.207000,0 days 00:00:30.282000,0 days 01:52:54.600000,0 days 01:53:24.807000,0 days 01:53:55.089000,279,296,292,300,TRUE,MEDIUM,13,TRUE,Alfa Romeo,0 days 01:52:19.252000,53:19.3,1,18,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:05:26.960000,BOT,77,0 days 00:01:34.384000,37,4,,,0 days 00:00:34.584000,0 days 00:00:29.880000,0 days 00:00:29.920000,0 days 02:04:27.151000,0 days 02:04:57.031000,0 days 02:05:26.951000,279,291,288,298,TRUE,SOFT,2,TRUE,Alfa Romeo,0 days 02:03:52.576000,04:52.7,1,18,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:08:18.622000,PIA,81,0 days 00:01:35.634000,3,2,,,0 days 00:00:35.048000,0 days 00:00:30.082000,0 days 00:00:30.504000,0 days 01:07:17.987000,0 days 01:07:48.069000,0 days 01:08:18.573000,279,294,283,295,TRUE,HARD,2,TRUE,McLaren,0 days 01:06:42.988000,07:43.1,1,19,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:09:54.134000,PIA,81,0 days 00:01:35.512000,4,2,,,0 days 00:00:35.088000,0 days 00:00:30.084000,0 days 00:00:30.340000,0 days 01:08:53.661000,0 days 01:09:23.745000,0 days 01:09:54.085000,281,294,285,296,TRUE,HARD,3,TRUE,McLaren,0 days 01:08:18.622000,09:18.7,1,19,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:13:05.155000,PIA,81,0 days 00:01:35.359000,6,2,,,0 days 00:00:35.077000,0 days 00:00:30.012000,0 days 00:00:30.270000,0 days 01:12:04.824000,0 days 01:12:34.836000,0 days 01:13:05.106000,,296,286,295,TRUE,HARD,5,TRUE,McLaren,0 days 01:11:29.796000,12:29.9,1,19,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:57:01.217000,PIA,81,0 days 00:01:35.224000,32,2,,,0 days 00:00:35.216000,0 days 00:00:29.950000,0 days 00:00:30.058000,0 days 01:56:01.160000,0 days 01:56:31.110000,0 days 01:57:01.168000,,305,294,303,TRUE,HARD,31,TRUE,McLaren,0 days 01:55:25.993000,56:26.1,1,17,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:03:22.613000,PIA,81,0 days 00:01:35.005000,36,2,,,0 days 00:00:35.071000,0 days 00:00:29.911000,0 days 00:00:30.023000,0 days 02:02:22.630000,0 days 02:02:52.541000,0 days 02:03:22.564000,286,302,293,304,TRUE,HARD,35,TRUE,McLaren,0 days 02:01:47.608000,02:47.7,1,17,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:04:57.472000,PIA,81,0 days 00:01:34.859000,37,2,,,0 days 00:00:34.976000,0 days 00:00:29.888000,0 days 00:00:29.995000,0 days 02:03:57.540000,0 days 02:04:27.428000,0 days 02:04:57.423000,,307,294,301,TRUE,HARD,36,TRUE,McLaren,0 days 02:03:22.613000,04:22.7,1,17,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:06:32.299000,PIA,81,0 days 00:01:34.827000,38,2,,,0 days 00:00:34.928000,0 days 00:00:29.896000,0 days 00:00:30.003000,0 days 02:05:32.351000,0 days 02:06:02.247000,0 days 02:06:32.250000,,304,295,305,TRUE,HARD,37,TRUE,McLaren,0 days 02:04:57.472000,05:57.6,1,17,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:09:41.677000,PIA,81,0 days 00:01:34.429000,40,2,,,0 days 00:00:35.162000,0 days 00:00:29.669000,0 days 00:00:29.598000,0 days 02:08:42.361000,0 days 02:09:12.030000,0 days 02:09:41.628000,286,328,313,331,TRUE,HARD,39,TRUE,McLaren,0 days 02:08:07.248000,09:07.3,1,17,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 02:22:21.935000,PIA,81,0 days 00:01:34.287000,48,2,,,0 days 00:00:34.907000,0 days 00:00:29.686000,0 days 00:00:29.694000,0 days 02:21:22.506000,0 days 02:21:52.192000,0 days 02:22:21.886000,,316,305,317,TRUE,HARD,47,TRUE,McLaren,0 days 02:20:47.648000,21:47.7,1,16,FALSE,,FALSE,TRUE,Saudi Arabia,2023
0 days 01:06:10.822000,VER,1,0 days 00:02:12.105000,2,1,,,0 days 00:00:48.846000,0 days 00:00:31.614000,0 days 00:00:51.645000,0 days 01:04:47.578000,0 days 01:05:19.192000,0 days 01:06:10.837000,167,107,253,93,TRUE,MEDIUM,2,TRUE,Red Bull Racing,0 days 01:03:58.717000,05:00.5,4,3,FALSE,,FALSE,FALSE,Australia,2023
0 days 01:08:21.479000,VER,1,0 days 00:02:10.657000,3,1,,,0 days 00:00:46.836000,0 days 00:00:29.178000,0 days 00:00:54.643000,0 days 01:06:57.673000,0 days 01:07:26.851000,0 days 01:08:21.494000,204,162,289,133,TRUE,MEDIUM,3,TRUE,Red Bull Racing,0 days 01:06:10.822000,07:12.6,41,3,FALSE,,FALSE,FALSE,Australia,2023
0 days 01:09:44.870000,VER,1,0 days 00:01:23.391000,4,1,,,0 days 00:00:28.900000,0 days 00:00:18.326000,0 days 00:00:36.165000,0 days 01:08:50.394000,0 days 01:09:08.720000,0 days 01:09:44.885000,280,296,288,303,TRUE,MEDIUM,4,TRUE,Red Bull Racing,0 days 01:08:21.479000,09:23.3,1,3,FALSE,,FALSE,TRUE,Australia,2023
0 days 01:11:07.974000,VER,1,0 days 00:01:23.104000,5,1,,,0 days 00:00:28.935000,0 days 00:00:18.347000,0 days 00:00:35.822000,0 days 01:10:13.820000,0 days 01:10:32.167000,0 days 01:11:07.989000,273,294,290,286,TRUE,MEDIUM,5,TRUE,Red Bull Racing,0 days 01:09:44.870000,10:46.7,1,3,FALSE,,FALSE,TRUE,Australia,2023
0 days 01:12:30.817000,VER,1,0 days 00:01:22.843000,6,1,,,0 days 00:00:28.986000,0 days 00:00:17.951000,0 days 00:00:35.906000,0 days 01:11:36.975000,0 days 01:11:54.926000,0 days 01:12:30.832000,276,322,304,296,TRUE,MEDIUM,6,TRUE,Red Bull Racing,0 days 01:11:07.974000,12:09.8,1,3,FALSE,,FALSE,TRUE,Australia,2023
0 days 01:40:01.503000,VER,1,0 days 00:01:21.994000,12,2,,,0 days 00:00:28.827000,0 days 00:00:18.134000,0 days 00:00:35.033000,0 days 01:39:08.351000,0 days 01:39:26.485000,0 days 01:40:01.518000,281,321,287,293,TRUE,HARD,4,TRUE,Red Bull Racing,0 days 01:38:39.509000,39:41.3,1,1,FALSE,,FALSE,TRUE,Australia,2023
0 days 01:57:10.538000,VER,1,0 days 00:01:21.843000,24,2,,,0 days 00:00:28.374000,0 days 00:00:18.413000,0 days 00:00:35.056000,0 days 01:56:17.084000,0 days 01:56:35.497000,0 days 01:57:10.553000,276,290,287,293,TRUE,HARD,16,TRUE,Red Bull Racing,0 days 01:55:48.695000,56:50.5,1,1,FALSE,,FALSE,TRUE,Australia,2023
0 days 02:04:00.236000,VER,1,0 days 00:01:21.772000,29,2,,,0 days 00:00:28.409000,0 days 00:00:18.376000,0 days 00:00:34.987000,0 days 02:03:06.888000,0 days 02:03:25.264000,0 days 02:04:00.251000,,290,288,,TRUE,HARD,21,TRUE,Red Bull Racing,0 days 02:02:38.464000,03:40.3,1,1,FALSE,,FALSE,TRUE,Australia,2023
0 days 02:12:11.668000,VER,1,0 days 00:01:21.681000,35,2,,,0 days 00:00:28.333000,0 days 00:00:18.331000,0 days 00:00:35.017000,0 days 02:11:18.335000,0 days 02:11:36.666000,0 days 02:12:11.683000,279,291,289,299,TRUE,HARD,27,TRUE,Red Bull Racing,0 days 02:10:49.987000,11:51.8,1,1,FALSE,,FALSE,TRUE,Australia,2023
0 days 02:14:54.803000,VER,1,0 days 00:01:21.403000,37,2,,,0 days 00:00:28.327000,0 days 00:00:18.257000,0 days 00:00:34.819000,0 days 02:14:01.742000,0 days 02:14:19.999000,0 days 02:14:54.818000,279,290,289,294,TRUE,HARD,29,TRUE,Red Bull Racing,0 days 02:13:33.400000,14:35.2,1,1,FALSE,,FALSE,TRUE,Australia,2023
0 days 02:16:16.122000,VER,1,0 days 00:01:21.319000,38,2,,,0 days 00:00:28.293000,0 days 00:00:18.217000,0 days 00:00:34.809000,0 days 02:15:23.111000,0 days 02:15:41.328000,0 days 02:16:16.137000,278,295,291,292,TRUE,HARD,30,TRUE,Red Bull Racing,0 days 02:14:54.803000,15:56.6,1,1,FALSE,,FALSE,TRUE,Australia,2023
0 days 02:18:58.778000,VER,1,0 days 00:01:21.078000,40,2,,,0 days 00:00:28.204000,0 days 00:00:18.226000,0 days 00:00:34.648000,0 days 02:18:05.919000,0 days 02:18:24.145000,0 days 02:18:58.793000,280,290,290,291,TRUE,HARD,32,TRUE,Red Bull Racing,0 days 02:17:37.700000,18:39.5,1,1,FALSE,,FALSE,TRUE,Australia,2023
0 days 02:20:19.764000,VER,1,0 days 00:01:20.986000,41,2,,,0 days 00:00:28.187000,0 days 00:00:18.181000,0 days 00:00:34.618000,0 days 02:19:26.980000,0 days 02:19:45.161000,0 days 02:20:19.779000,,292,290,293,TRUE,HARD,33,TRUE,Red Bull Racing,0 days 02:18:58.778000,20:00.6,1,1,FALSE,,FALSE,TRUE,Australia,2023
0 days 02:25:43.974000,VER,1,0 days 00:01:20.807000,45,2,,,0 days 00:00:28.130000,0 days 00:00:18.192000,0 days 00:00:34.485000,0 days 02:24:51.312000,0 days 02:25:09.504000,0 days 02:25:43.989000,281,290,290,295,TRUE,HARD,37,TRUE,Red Bull Racing,0 days 02:24:23.167000,25:25.0,1,1,FALSE,,FALSE,TRUE,Australia,2023
0 days 02:27:04.677000,VER,1,0 days 00:01:20.703000,46,2,,,0 days 00:00:28.029000,0 days 00:00:18.123000,0 days 00:00:34.551000,0 days 02:26:12.018000,0 days 02:26:30.141000,0 days 02:27:04.692000,282,292,291,,TRUE,HARD,38,TRUE,Red Bull Racing,0 days 02:25:43.974000,26:45.8,1,1,FALSE,,FALSE,TRUE,Australia,2023
0 days 02:31:10.199000,VER,1,0 days 00:01:20.342000,49,2,,,0 days 00:00:27.834000,0 days 00:00:18.133000,0 days 00:00:34.375000,0 days 02:30:17.706000,0 days 02:30:35.839000,0 days 02:31:10.214000,284,287,291,291,TRUE,HARD,41,TRUE,Red Bull Racing,0 days 02:29:49.857000,30:51.7,1,1,FALSE,,FALSE,TRUE,Australia,2023
